,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
289,44.0,5.0,第2节,第2节,-6.5,0.87,6.5,0.8,152.5,0.83,152.5,0.83,152.5,2.0,2:2,1.0,5.0,4.0,5.0,11.0,9.0,2.0,3.0,5.0,2.0,6.0,90.0,100.0,36.0,34.0,0.0,1,0.0,47.0,0,,11078.0,0.0,0.0
290,44.0,5.0,第2节,第2节,-6.5,0.8,5.5,0.87,152.5,0.83,152.5,0.83,5.5,2.0,2:2,1.0,5.0,4.0,5.0,11.0,9.0,2.0,3.0,5.0,2.0,6.0,90.0,100.0,36.0,34.0,0.0,1,0.0,47.0,0,,11078.0,0.0,0.0
291,44.0,5.0,第2节,第2节,-5.5,0.8,5.5,0.87,152.5,0.83,153.5,0.83,-5.5,2.0,2:2,1.0,5.0,4.0,5.0,11.0,9.0,2.0,3.0,5.0,2.0,6.0,90.0,100.0,36.0,34.0,0.0,1,0.0,47.0,0,,11078.0,0.0,0.0
292,44.0,5.0,第2节,第2节,-5.5,0.8,5.5,0.87,153.5,0.83,153.5,0.83,153.5,2.0,2:2,1.0,5.0,4.0,5.0,11.0,9.0,2.0,3.0,5.0,2.0,6.0,90.0,100.0,36.0,34.0,0.0,1,0.0,47.0,0,,11078.0,0.0,0.0
293,44.0,5.0,第2节,第2节,-5.5,0.8,5.5,0.87,153.5,0.83,153.5,0.83,153.5,2.0,2:2,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,35.0,34.0,0.0,1,0.0,47.0,0,,11079.0,0.0,0.0
294,44.0,5.0,第2节,第2节,-5.5,0.8,5.5,0.87,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,47.0,0,,21077.0,0.0,0.0
295,44.0,5.0,第2节,第2节,-5.5,0.83,5.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,40.0,0,,21077.0,0.0,0.0
296,44.0,5.0,第2节,第2节,-5.5,0.83,5.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,40.0,0,,21077.0,0.0,0.0
297,44.0,5.0,第2节,第2节,-5.5,0.83,5.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,38.0,0,,21077.0,0.0,0.0
298,44.0,5.0,第2节,第2节,-5.5,0.8,6.5,0.87,153.5,0.83,153.5,0.83,6.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,38.0,0,,21077.0,0.0,0.0
299,44.0,5.0,第2节,第2节,-6.5,0.8,6.5,0.87,153.5,0.83,155.5,0.83,-6.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,38.0,0,,21077.0,0.0,0.0
300,44.0,5.0,第2节,第2节,-6.5,0.8,6.5,0.87,155.5,0.83,155.5,0.83,155.5,2.0,,1.0,5.0,4.0,5.0,11.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,35.0,0.0,1,0.0,38.0,0,,21077.0,0.0,0.0
301,44.0,5.0,第2节,第2节,-6.5,0.8,6.5,0.87,155.5,0.83,155.5,0.83,155.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,36.0,38.0,0.0,1,0.0,38.0,0,,21074.0,0.0,0.0
302,44.0,5.0,第2节,第2节,-6.5,0.8,6.5,0.87,155.5,0.83,155.5,0.83,155.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,2.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,11077.0,0.0,0.0
303,44.0,5.0,第2节,第2节,-6.5,0.8,6.5,0.87,155.5,0.83,155.5,0.83,155.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,11086.0,0.0,0.0
304,44.0,5.0,第2节,第2节,-6.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,7.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,21077.0,0.0,0.0
305,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,1.0,1,0.0,38.0,0,,21078.0,0.0,0.0
306,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,1.0,1,0.0,38.0,0,,21078.0,0.0,0.0
307,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,1.0,1,0.0,38.0,0,,21078.0,0.0,0.0
308,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,1.0,1,0.0,38.0,0,,21078.0,0.0,0.0
309,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,1.0,1,0.0,38.0,0,,21078.0,0.0,0.0
310,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,1.0,1,0.0,38.0,0,,21078.0,0.0,0.0
311,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,21078.0,0.0,0.0
312,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,21078.0,0.0,0.0
313,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,21078.0,0.0,0.0
314,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,21078.0,0.0,0.0
315,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,100.0,38.0,35.0,0.0,1,0.0,38.0,0,,21078.0,0.0,0.0
316,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,1:1,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,38.0,0,,21080.0,0.0,0.0
317,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,-7.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,37.0,0,,11077.0,0.0,0.0
318,44.0,5.0,第2节,第2节,-7.5,0.8,6.5,0.87,155.5,0.83,155.5,0.83,6.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,37.0,0,,11077.0,0.0,0.0
319,44.0,5.0,第2节,第2节,-6.5,0.8,6.5,0.83,155.5,0.83,155.5,0.83,-6.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,37.0,0,,11077.0,0.0,0.0
320,44.0,5.0,第2节,第2节,-6.5,0.83,7.5,0.83,155.5,0.83,155.5,0.83,7.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,37.0,0,,11077.0,0.0,0.0
321,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,155.5,0.83,153.5,0.83,-7.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,37.0,0,,11077.0,0.0,0.0
322,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,37.0,0,,11077.0,0.0,0.0
323,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,15.0,0,,21077.0,0.0,0.0
324,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,15.0,0,,21077.0,0.0,0.0
325,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,3.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,6.0,0,,21077.0,0.0,0.0
326,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,153.5,0.83,153.5,0.83,153.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,6.0,0,,11086.0,0.0,0.0
327,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,38.0,35.0,0.0,1,0.0,6.0,0,,21077.0,0.0,0.0
328,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,0.0,6.0,0,,21077.0,0.0,0.0
329,44.0,5.0,第2节,第2节,-7.5,0.83,7.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,0.0,1.0,0,,21077.0,0.0,0.0
330,44.0,5.0,第2节,第2节,-7.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,9.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,0.0,1.0,0,,21077.0,0.0,0.0
331,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,0.0,0.0,0,,21077.0,0.0,0.0
332,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,21077.0,0.0,0.0
333,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
334,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,1.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
335,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,4.0,6.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
336,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,6.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
337,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,6.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
338,44.0,5.0,第2节,第2节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
339,44.0,5.0,第2节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
340,44.0,5.0,第2节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
341,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,2.0,1.0,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,10.0,0.0,0,,1083.0,0.0,0.0
342,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,59.0,0,,1089.0,0.0,0.0
343,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,59.0,0,,21077.0,0.0,0.0
344,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,41.0,0,,11077.0,0.0,0.0
345,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,41.0,0,,21077.0,0.0,0.0
346,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,22.0,0,,21077.0,0.0,0.0
347,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,22.0,0,,21077.0,0.0,0.0
348,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,12.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,35.0,0.0,1,9.0,6.0,0,,21077.0,0.0,0.0
349,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,41.0,43.0,0.0,1,9.0,6.0,0,,21074.0,0.0,0.0
350,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,43.0,35.0,0.0,1,9.0,6.0,0,,11077.0,0.0,0.0
351,44.0,5.0,第3节,第3节,-9.5,0.87,11.5,0.8,152.5,0.83,152.5,0.83,11.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,0.0,0.0,90.9,66.7,43.0,35.0,0.0,1,9.0,6.0,0,,11077.0,0.0,0.0
352,44.0,5.0,第3节,第3节,-11.5,0.87,11.5,0.8,152.5,0.83,152.5,0.83,-11.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,1.0,0.0,90.9,66.7,43.0,35.0,0.0,1,9.0,6.0,0,,11086.0,0.0,0.0
353,44.0,5.0,第3节,第3节,-11.5,0.83,11.5,0.83,152.5,0.83,152.5,0.83,-11.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,1.0,0.0,90.9,66.7,43.0,35.0,1.0,1,9.0,6.0,0,,21077.0,0.0,0.0
354,44.0,5.0,第3节,第3节,-11.5,0.83,11.5,0.83,152.5,0.83,152.5,0.83,-11.5,3.0,1:1,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,1.0,0.0,90.9,66.7,43.0,35.0,1.0,1,9.0,6.0,0,,21078.0,0.0,0.0
355,44.0,5.0,第3节,第3节,-11.5,0.83,11.5,0.83,152.5,0.83,152.5,0.83,-11.5,3.0,1:1,0.0,5.0,4.0,5.0,13.0,10.0,2.0,3.0,5.0,1.0,0.0,90.9,66.7,43.0,35.0,0.0,1,9.0,6.0,0,,21078.0,0.0,0.0
356,44.0,5.0,第3节,第3节,-11.5,0.8,11.5,0.87,152.5,0.83,152.5,0.83,-11.5,3.0,1:1,0.0,5.0,4.0,5.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,43.0,44.0,0.0,1,9.0,6.0,0,,21079.0,0.0,0.0
357,44.0,5.0,第3节,第3节,-11.5,0.8,11.5,0.87,152.5,0.83,152.5,0.83,-11.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,35.0,0.0,1,9.0,6.0,0,,11077.0,0.0,0.0
358,44.0,5.0,第3节,第3节,-11.5,0.87,12.5,0.8,152.5,0.83,152.5,0.83,12.5,3.0,,0.0,5.0,4.0,5.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,35.0,0.0,1,9.0,6.0,0,,11077.0,0.0,0.0
359,44.0,5.0,第3节,第3节,-12.5,0.87,12.5,0.8,152.5,0.83,152.5,0.83,-12.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,37.0,35.0,0.0,1,9.0,6.0,0,,11074.0,0.0,0.0
360,44.0,5.0,第3节,第3节,-12.5,0.87,12.5,0.8,152.5,0.83,152.5,0.83,-12.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,9.0,6.0,0,,21077.0,0.0,0.0
361,44.0,5.0,第3节,第3节,-12.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,9.0,6.0,0,,21077.0,0.0,0.0
362,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,51.0,0,,21077.0,0.0,0.0
363,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,51.0,0,,21077.0,0.0,0.0
364,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,49.0,0,,21077.0,0.0,0.0
365,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,49.0,0,,21077.0,0.0,0.0
366,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,32.0,0,,21077.0,0.0,0.0
367,44.0,5.0,第3节,第3节,-10.5,0.87,10.5,0.8,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,32.0,0,,11077.0,0.0,0.0
368,44.0,5.0,第3节,第3节,-10.5,0.87,10.5,0.8,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,13.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,37.0,0.0,1,8.0,9.0,0,,21077.0,0.0,0.0
369,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,44.0,46.0,0.0,1,8.0,9.0,0,,21074.0,0.0,0.0
370,44.0,5.0,第3节,第3节,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,-10.5,3.0,,0.0,5.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,37.0,0.0,1,8.0,1.0,0,,11077.0,0.0,0.0
371,44.0,5.0,第3节,第3节,-10.5,0.83,11.5,0.83,152.5,0.83,152.5,0.83,11.5,3.0,,0.0,5.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,37.0,0.0,1,8.0,1.0,0,,11077.0,0.0,0.0
372,44.0,5.0,第3节,第3节,-11.5,0.83,11.5,0.83,152.5,0.83,152.5,0.83,-11.5,3.0,,0.0,5.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,37.0,0.0,1,7.0,58.0,0,,11077.0,0.0,0.0
373,44.0,5.0,第3节,第3节,-11.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,9.5,3.0,,0.0,5.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,37.0,0.0,1,7.0,58.0,0,,11077.0,0.0,0.0
374,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,5.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,37.0,0.0,1,7.0,39.0,0,,11077.0,0.0,0.0
375,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,6.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,40.0,37.0,0.0,1,7.0,39.0,0,,11075.0,0.0,0.0
376,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,6.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,40.0,0.0,1,7.0,39.0,0,,21077.0,0.0,0.0
377,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,6.0,4.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,40.0,0.0,1,7.0,36.0,0,,21077.0,0.0,0.0
378,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,6.0,6.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,46.0,49.0,0.0,1,7.0,36.0,0,,21075.0,0.0,0.0
379,44.0,5.0,第3节,第3节,-9.5,0.83,9.5,0.83,152.5,0.83,152.5,0.83,-9.5,3.0,,0.0,6.0,6.0,6.0,14.0,10.0,3.0,3.0,5.0,1.0,0.0,90.9,75.0,49.0,40.0,0.0,1,7.0,36.0,0,,11077.0,0.0,0.0
